Tanggal,prices,day_count,month,season,weekday,is_holiday,rolling_mean_7,rolling_mean_30,lag_1,lag_7,lag_30,daily_delta,cpi,Inflasi_total,usd_idr,Temperature,Curah Hujan,Kelembapan,day_in_month,nilai_diff,percentage
2020-01-02,36000.0,1,1,Wet,3,False,,,,,,,115.818,0.0,13689.23145,27.22,15.89,83.85,2,,0.0
2020-01-03,35500.0,2,1,Wet,4,False,,,36000.0,,,-500.0,115.818,0.0,13884.78613,25.74,6.3,84.54,3,-Rp500,-1.39
2020-01-04,35500.0,3,1,Wet,5,False,,,35500.0,,,0.0,115.818,0.0,13884.78613,27.17,5.98,80.17,4,-Rp500,-1.39
2020-01-05,35500.0,4,1,Wet,6,False,,,35500.0,,,0.0,115.818,0.0,13884.78613,27.08,10.94,84.39,5,-Rp500,-1.39
2020-01-06,35500.0,5,1,Wet,0,False,,,35500.0,,,0.0,115.818,0.0,13934.31641,27.13,1.12,76.09,6,Rp0,0.0
2020-01-07,36000.0,6,1,Wet,1,False,,,35500.0,,,500.0,115.818,0.0,13926.5,26.67,22.5,81.65,7,Rp500,1.41
2020-01-08,36000.0,7,1,Wet,2,False,35714.28571428572,,36000.0,,,0.0,115.818,0.0,13867.23633,26.12,12.1,87.27,8,Rp0,0.0
2020-01-09,36000.0,8,1,Wet,3,False,35714.28571428572,,36000.0,36000.0,,0.0,115.818,0.0,13886.93945,26.64,7.82,84.93,9,Rp0,0.0
2020-01-10,36000.0,9,1,Wet,4,False,35785.71428571428,,36000.0,35500.0,,0.0,115.818,0.0,13827.56055,26.76,14.01,87.64,10,Rp0,0.0
2020-01-11,36000.0,10,1,Wet,5,False,35857.142857142855,,36000.0,35500.0,,0.0,115.818,0.0,13827.56055,27.01,7.98,84.03,11,Rp0,0.0
2020-01-12,36000.0,11,1,Wet,6,False,35928.57142857143,,36000.0,35500.0,,0.0,115.818,0.0,13827.56055,26.38,9.66,86.08,12,Rp0,0.0
2020-01-13,39000.0,12,1,Wet,0,False,36428.57142857143,,36000.0,35500.0,,3000.0,115.818,0.0,13522.43457,26.63,0.78,84.52,13,Rp3000,8.33
2020-01-14,39000.0,13,1,Wet,1,False,36857.142857142855,,39000.0,36000.0,,0.0,115.818,0.0,13665.30469,27.3,5.62,81.92,14,Rp0,0.0
2020-01-15,42500.0,14,1,Wet,2,False,37785.71428571428,,39000.0,36000.0,,3500.0,115.818,0.0,13668.04004,27.41,1.61,81.8,15,Rp3500,8.97
2020-01-16,42000.0,15,1,Wet,3,False,38642.857142857145,,42500.0,36000.0,,-500.0,115.818,0.0,13665.09668,27.64,1.27,80.26,16,-Rp500,-1.18
2020-01-17,43000.0,16,1,Wet,4,False,39642.857142857145,,42000.0,36000.0,,1000.0,115.818,0.0,13623.0,27.08,3.22,85.28,17,Rp1000,2.38
2020-01-20,44000.0,19,1,Wet,0,False,,,,39000.0,,,115.818,0.0,13456.98828,27.11,0.61,76.92,20,Rp1000,2.33
2020-01-21,44000.0,20,1,Wet,1,False,,,44000.0,39000.0,,0.0,115.818,0.0,13615.0,27.13,0.83,77.51,21,Rp0,0.0
2020-01-22,43000.0,21,1,Wet,2,False,,,44000.0,42500.0,,-1000.0,115.818,0.0,13651.0,26.97,0.31,76.76,22,-Rp1000,-2.27
2020-01-23,43000.0,22,1,Wet,3,False,,,43000.0,42000.0,,0.0,115.818,0.0,13626.38672,26.61,0.09,81.58,23,Rp0,0.0
2020-01-24,43000.0,23,1,Wet,4,False,,,43000.0,43000.0,,0.0,115.818,0.0,13609.18848,26.97,0.01,79.75,24,Rp0,0.0
2020-01-27,45000.0,26,1,Wet,0,False,,,,44000.0,,,115.818,0.0,13711.97363,27.65,0.0,75.62,27,,0.0
2020-01-28,44500.0,27,1,Wet,1,False,,,45000.0,44000.0,,-500.0,115.818,0.0,13213.24023,27.32,0.0,75.43,28,-Rp500,-1.11
2020-01-29,46000.0,28,1,Wet,2,False,,,44500.0,43000.0,,1500.0,115.818,0.0,13634.0,27.31,0.04,81.53,29,Rp1500,3.37
2020-01-30,50000.0,29,1,Wet,3,False,,,46000.0,43000.0,,4000.0,115.818,0.0,13614.01465,27.24,0.3,81.82,30,Rp4000,8.7
2020-01-31,50000.0,30,1,Wet,4,False,,,50000.0,43000.0,,0.0,115.818,0.0,13643.18066,27.14,1.72,81.5,31,Rp0,0.0
2020-02-01,50000.0,31,2,Wet,5,False,,,50000.0,,36000.0,0.0,116.14,0.278022414,13643.18066,27.07,8.43,82.98,1,Rp0,0.0
2020-02-02,50000.0,32,2,Wet,6,False,47928.57142857143,,50000.0,,35500.0,0.0,116.14,0.278022414,13643.18066,27.44,11.59,80.95,2,Rp0,0.0
2020-02-03,56500.0,33,2,Wet,0,False,49571.42857142857,,50000.0,45000.0,35500.0,6500.0,116.14,0.278022414,13633.12695,26.85,46.08,86.21,3,Rp6500,13.0
2020-02-04,56750.0,34,2,Wet,1,False,51321.42857142857,,56500.0,44500.0,35500.0,250.0,116.14,0.278022414,13735.5,26.98,5.24,80.97,4,Rp250,0.44
2020-02-05,56500.0,35,2,Wet,2,False,52821.42857142857,,56750.0,46000.0,35500.0,-250.0,116.14,0.278022414,13702.40723,27.15,0.37,79.49,5,-Rp250,-0.44
2020-02-06,56500.0,36,2,Wet,3,False,53750.0,,56500.0,50000.0,36000.0,0.0,116.14,0.278022414,13668.26758,26.89,0.02,80.86,6,Rp0,0.0
2020-02-07,57750.0,37,2,Wet,4,False,54857.142857142855,,56500.0,50000.0,36000.0,1250.0,116.14,0.278022414,13698.0,27.1,0.11,78.55,7,Rp1250,2.21
2020-02-08,57750.0,38,2,Wet,5,False,55964.28571428572,,57750.0,50000.0,36000.0,0.0,116.14,0.278022414,13698.0,27.08,1.5,80.4,8,Rp1250,2.21
2020-02-09,57750.0,39,2,Wet,6,False,57071.42857142857,,57750.0,50000.0,36000.0,0.0,116.14,0.278022414,13698.0,27.23,0.3,77.13,9,Rp1250,2.21
2020-02-10,57500.0,40,2,Wet,0,False,57214.28571428572,,57750.0,56500.0,36000.0,-250.0,116.14,0.278022414,13675.85352,27.02,1.67,76.15,10,-Rp250,-0.43
2020-02-11,57500.0,41,2,Wet,1,False,57321.42857142857,,57500.0,56750.0,36000.0,0.0,116.14,0.278022414,13691.58984,27.0,6.33,80.37,11,Rp0,0.0
2020-02-12,56500.0,42,2,Wet,2,False,57321.42857142857,,57500.0,56500.0,39000.0,-1000.0,116.14,0.278022414,13657.55371,27.09,8.69,80.48,12,-Rp1000,-1.74
2020-02-13,55500.0,43,2,Wet,3,False,57178.57142857143,,56500.0,56500.0,39000.0,-1000.0,116.14,0.278022414,13500.7373,26.54,7.58,85.13,13,-Rp1000,-1.77
2020-02-14,55500.0,44,2,Wet,4,False,56857.142857142855,,55500.0,57750.0,42500.0,0.0,116.14,0.278022414,13695.40039,26.91,2.79,86.02,14,Rp0,0.0
2020-02-17,54000.0,47,2,Wet,0,False,,,,57500.0,,,116.14,0.278022414,13681.29004,26.95,0.14,80.82,17,-Rp1500,-2.7
2020-02-18,54000.0,48,2,Wet,1,False,,,54000.0,57500.0,,0.0,116.14,0.278022414,13649.24121,27.04,0.51,79.98,18,Rp0,0.0
2020-02-19,54000.0,49,2,Wet,2,False,,,54000.0,56500.0,44000.0,0.0,116.14,0.278022414,13768.0,26.75,0.81,80.51,19,Rp0,0.0
2020-02-20,51750.0,50,2,Wet,3,False,,,54000.0,55500.0,44000.0,-2250.0,116.14,0.278022414,13762.0,26.92,1.74,78.58,20,-Rp2250,-4.17
2020-02-21,52250.0,51,2,Wet,4,False,,,51750.0,55500.0,43000.0,500.0,116.14,0.278022414,13703.48242,26.88,1.26,77.19,21,Rp500,0.97
2020-02-24,48500.0,54,2,Wet,0,False,,,,54000.0,,,116.14,0.278022414,13771.48633,27.11,1.51,82.96,24,-Rp3750,-7.18
2020-02-25,47000.0,55,2,Wet,1,False,,,48500.0,54000.0,,-1500.0,116.14,0.278022414,13879.92969,27.04,3.37,85.36,25,-Rp1500,-3.09
2020-02-26,45500.0,56,2,Wet,2,False,,,47000.0,54000.0,45000.0,-1500.0,116.14,0.278022414,14056.5,27.16,0.36,81.93,26,-Rp1500,-3.19
2020-02-27,45000.0,57,2,Wet,3,False,,,45500.0,51750.0,44500.0,-500.0,116.14,0.278022414,13931.0,27.36,0.03,77.28,27,-Rp500,-1.1
2020-02-28,45000.0,58,2,Wet,4,False,,,45000.0,52250.0,46000.0,0.0,116.14,0.278022414,14316.0,27.32,0.89,81.61,28,Rp0,0.0
2020-02-29,45000.0,59,2,Wet,5,False,,,45000.0,,50000.0,0.0,116.14,0.278022414,14316.0,27.32,3.95,85.87,29,Rp0,0.0
2020-03-01,45000.0,60,3,Wet,6,False,45857.142857142855,,45000.0,,50000.0,0.0,116.251,0.095574307,14316.0,27.35,15.07,86.41,1,Rp0,0.0
2020-03-02,45000.0,61,3,Wet,0,False,45357.142857142855,,45000.0,48500.0,50000.0,0.0,116.251,0.095574307,13971.96191,26.96,32.54,89.39,2,Rp0,0.0
2020-03-03,45000.0,62,3,Wet,1,False,45071.42857142857,,45000.0,47000.0,50000.0,0.0,116.251,0.095574307,14220.0,26.73,11.37,88.19,3,Rp0,0.0
2020-03-04,45000.0,63,3,Wet,2,False,45000.0,,45000.0,45500.0,56500.0,0.0,116.251,0.095574307,14199.5,27.1,2.16,85.54,4,Rp0,0.0
2020-03-05,44000.0,64,3,Wet,3,False,44857.142857142855,,45000.0,45000.0,56750.0,-1000.0,116.251,0.095574307,14256.0,27.18,2.74,84.2,5,-Rp1000,-2.22
2020-03-06,43500.0,65,3,Wet,4,False,44642.857142857145,,44000.0,45000.0,56500.0,-500.0,116.251,0.095574307,14309.59961,27.07,5.98,82.69,6,-Rp500,-1.14
2020-03-07,43500.0,66,3,Wet,5,False,44428.57142857143,,43500.0,45000.0,56500.0,0.0,116.251,0.095574307,14309.59961,26.51,12.49,83.97,7,-Rp500,-1.14
2020-03-08,43500.0,67,3,Wet,6,False,44214.28571428572,,43500.0,45000.0,57750.0,0.0,116.251,0.095574307,14309.59961,26.88,0.82,78.08,8,-Rp500,-1.14
2020-03-09,43500.0,68,3,Wet,0,False,44000.0,,43500.0,45000.0,57750.0,0.0,116.251,0.095574307,14251.53906,27.1,0.07,78.55,9,Rp0,0.0
2020-03-10,44500.0,69,3,Wet,1,False,43928.57142857143,,43500.0,45000.0,57750.0,1000.0,116.251,0.095574307,14094.81836,27.05,0.13,78.7,10,Rp1000,2.3
2020-03-11,43500.0,70,3,Wet,2,False,43714.28571428572,,44500.0,45000.0,57500.0,-1000.0,116.251,0.095574307,14272.90039,27.15,0.59,82.33,11,-Rp1000,-2.25
2020-03-12,44000.0,71,3,Wet,3,False,43714.28571428572,,43500.0,44000.0,57500.0,500.0,116.251,0.095574307,14526.0,27.28,2.67,81.4,12,Rp500,1.15
2020-03-13,42750.0,72,3,Wet,4,False,43607.142857142855,,44000.0,43500.0,56500.0,-1250.0,116.251,0.095574307,14850.0,27.54,0.06,70.52,13,-Rp1250,-2.84
2020-03-14,42750.0,73,3,Wet,5,False,43500.0,,42750.0,43500.0,55500.0,0.0,116.251,0.095574307,14850.0,26.87,0.22,79.44,14,-Rp1250,-2.84
2020-03-15,42750.0,74,3,Wet,6,False,43392.857142857145,,42750.0,43500.0,55500.0,0.0,116.251,0.095574307,14850.0,26.67,0.08,79.98,15,-Rp1250,-2.84
2020-03-16,44500.0,75,3,Wet,0,False,43535.71428571428,,42750.0,43500.0,,1750.0,116.251,0.095574307,14635.02246,27.0,0.67,78.62,16,Rp1750,4.09
2020-03-17,44500.0,76,3,Wet,1,False,43535.71428571428,,44500.0,44500.0,,0.0,116.251,0.095574307,15192.0,27.12,1.91,80.36,17,Rp0,0.0
2020-03-18,45500.0,77,3,Wet,2,False,43821.42857142857,,44500.0,43500.0,54000.0,1000.0,116.251,0.095574307,14955.78809,26.92,2.33,80.74,18,Rp1000,2.25
2020-03-19,45250.0,78,3,Wet,3,False,44000.0,,45500.0,44000.0,54000.0,-250.0,116.251,0.095574307,15474.5,26.97,12.67,83.96,19,-Rp250,-0.55
2020-03-20,45250.0,79,3,Wet,4,False,44357.142857142855,,45250.0,42750.0,54000.0,0.0,116.251,0.095574307,15908.0,27.09,5.12,83.45,20,Rp0,0.0
2020-03-21,45250.0,80,3,Wet,5,False,44714.28571428572,,45250.0,42750.0,51750.0,0.0,116.251,0.095574307,15908.0,27.13,4.55,83.97,21,Rp0,0.0
2020-03-22,45250.0,81,3,Wet,6,False,45071.42857142857,,45250.0,42750.0,52250.0,0.0,116.251,0.095574307,15908.0,26.92,7.0,81.09,22,Rp0,0.0
2020-03-23,44500.0,82,3,Wet,0,False,45071.42857142857,,45250.0,44500.0,,-750.0,116.251,0.095574307,15766.24707,27.16,2.86,74.5,23,-Rp750,-1.66
2020-03-24,44500.0,83,3,Wet,1,False,45071.42857142857,44625.0,44500.0,44500.0,,0.0,116.251,0.095574307,16504.80078,26.74,4.88,81.8,24,Rp0,0.0
2020-03-26,45750.0,85,3,Wet,3,False,,,,45250.0,47000.0,,116.251,0.095574307,16447.7207,27.06,3.39,84.02,26,,0.0
2020-03-27,45750.0,86,3,Wet,4,False,,,45750.0,45250.0,45500.0,0.0,116.251,0.095574307,16218.63672,27.06,4.08,86.06,27,Rp0,0.0
2020-03-28,45750.0,87,3,Wet,5,False,,,45750.0,45250.0,45000.0,0.0,116.251,0.095574307,16218.63672,26.98,10.51,85.36,28,Rp0,0.0
2020-03-29,45750.0,88,3,Wet,6,False,,,45750.0,45250.0,45000.0,0.0,116.251,0.095574307,16218.63672,26.5,35.75,85.93,29,Rp0,0.0
2020-03-30,47000.0,89,3,Wet,0,False,,,45750.0,44500.0,45000.0,1250.0,116.251,0.095574307,16005.33496,26.68,28.58,85.74,30,,0.0
2020-03-31,46500.0,90,3,Wet,1,False,,,47000.0,44500.0,45000.0,-500.0,116.251,0.095574307,16346.96191,26.74,22.43,84.42,31,-Rp500,-1.06
2020-04-01,46500.0,91,4,Dry,2,False,46142.857142857145,,46500.0,,45000.0,0.0,116.3398,0.07638644,16277.94336,26.71,8.34,83.3,1,Rp0,0.0
2020-04-02,45000.0,92,4,Dry,3,False,46035.71428571428,,46500.0,45750.0,45000.0,-1500.0,116.3398,0.07638644,16412.80859,26.9,0.59,81.68,2,-Rp1500,-3.23
2020-04-03,45000.0,93,4,Dry,4,False,45928.57142857143,,45000.0,45750.0,45000.0,0.0,116.3398,0.07638644,16441.26367,27.05,1.23,82.96,3,Rp0,0.0
2020-04-04,45000.0,94,4,Dry,5,False,45821.42857142857,,45000.0,45750.0,44000.0,0.0,116.3398,0.07638644,16441.26367,26.94,8.49,83.53,4,Rp0,0.0
2020-04-06,44250.0,96,4,Dry,0,False,,,,47000.0,43500.0,,116.3398,0.07638644,16418.0,27.15,1.66,83.43,6,,0.0
2020-04-07,44000.0,97,4,Dry,1,False,,,44250.0,46500.0,43500.0,-250.0,116.3398,0.07638644,16364.64844,27.61,0.88,79.41,7,-Rp250,-0.56
2020-04-08,44000.0,98,4,Dry,2,False,,,44000.0,46500.0,43500.0,0.0,116.3398,0.07638644,16225.0,27.34,0.16,77.15,8,Rp0,0.0
2020-04-09,44000.0,99,4,Dry,3,False,,,44000.0,45000.0,44500.0,0.0,116.3398,0.07638644,16159.37695,27.21,0.02,77.18,9,Rp0,0.0
2020-04-13,43000.0,103,4,Dry,0,True,,,,44250.0,42750.0,,116.3398,0.07638644,15800.0,26.94,0.01,77.87,13,,0.0
2020-04-14,43000.0,104,4,Dry,1,False,,,43000.0,44000.0,42750.0,0.0,116.3398,0.07638644,15751.0,27.31,0.38,80.24,14,Rp0,0.0
2020-04-15,42000.0,105,4,Dry,2,False,,,43000.0,44000.0,44500.0,-1000.0,116.3398,0.07638644,15578.34668,27.23,8.71,81.02,15,-Rp1000,-2.33
2020-04-16,42000.0,106,4,Dry,3,False,,,42000.0,44000.0,44500.0,0.0,116.3398,0.07638644,15887.5,27.78,1.87,79.76,16,Rp0,0.0
2020-04-17,40000.0,107,4,Dry,4,False,,,42000.0,,45500.0,-2000.0,116.3398,0.07638644,15568.33887,27.35,1.52,84.89,17,-Rp2000,-4.76
2020-04-20,41500.0,110,4,Dry,0,False,,,,43000.0,45250.0,,116.3398,0.07638644,15423.0,27.44,6.65,79.84,20,,0.0
2020-04-21,41500.0,111,4,Dry,1,False,,,41500.0,43000.0,45250.0,0.0,116.3398,0.07638644,15377.08008,27.59,4.16,79.65,21,Rp0,0.0
2020-04-22,43000.0,112,4,Dry,2,False,,,41500.0,42000.0,44500.0,1500.0,116.3398,0.07638644,15394.67871,27.39,3.56,81.67,22,Rp1500,3.61
2020-04-23,43000.0,113,4,Dry,3,False,,,43000.0,42000.0,44500.0,0.0,116.3398,0.07638644,15408.62207,27.26,7.19,81.23,23,Rp0,0.0
2020-04-24,42000.0,114,4,Dry,4,False,,,43000.0,40000.0,,-1000.0,116.3398,0.07638644,15665.0,27.48,6.17,81.62,24,-Rp1000,-2.33
2020-04-27,41000.0,117,4,Dry,0,False,,,,41500.0,45750.0,,116.3398,0.07638644,15348.74414,27.02,14.31,85.57,27,-Rp1000,-2.38
2020-04-28,42000.0,118,4,Dry,1,False,,,41000.0,41500.0,45750.0,1000.0,116.3398,0.07638644,15312.38574,26.39,8.49,83.98,28,Rp1000,2.44
2020-04-29,43000.0,119,4,Dry,2,False,,,42000.0,43000.0,47000.0,1000.0,116.3398,0.07638644,15364.59473,26.68,9.94,83.11,29,Rp1000,2.38
2020-04-30,43000.0,120,4,Dry,3,False,,,43000.0,43000.0,46500.0,0.0,116.3398,0.07638644,15234.63672,27.8,2.52,73.63,30,Rp0,0.0
2020-05-04,54000.0,124,5,Dry,0,False,,,,41000.0,45000.0,,116.4175,0.066787118,14671.0,28.53,1.86,77.06,4,,0.0
2020-05-05,55250.0,125,5,Dry,1,False,,,54000.0,42000.0,,1250.0,116.4175,0.066787118,15044.0,28.27,2.74,82.08,5,Rp1250,2.31
2020-05-06,52000.0,126,5,Dry,2,False,,,55250.0,43000.0,44250.0,-3250.0,116.4175,0.066787118,15335.0,28.46,0.8,79.6,6,-Rp3250,-5.88
2020-05-08,51500.0,128,5,Dry,4,False,,,,,44000.0,,116.4175,0.066787118,15227.0,28.47,0.53,78.47,8,,0.0
2020-05-09,51500.0,129,5,Dry,5,False,,,51500.0,,44000.0,0.0,116.4175,0.066787118,15227.0,28.36,1.46,80.41,9,,0.0
2020-05-10,51500.0,130,5,Dry,6,False,,,51500.0,,,0.0,116.4175,0.066787118,15227.0,27.47,13.83,84.83,10,,0.0
2020-05-11,53500.0,131,5,Dry,0,False,,,51500.0,54000.0,,2000.0,116.4175,0.066787118,14721.39844,27.86,0.77,83.11,11,Rp2000,3.88
2020-05-12,52500.0,132,5,Dry,1,False,,,53500.0,55250.0,,-1000.0,116.4175,0.066787118,14848.7002,28.17,2.0,79.26,12,-Rp1000,-1.87
2020-05-13,52500.0,133,5,Dry,2,False,,,52500.0,52000.0,43000.0,0.0,116.4175,0.066787118,14994.0,27.83,0.42,80.99,13,Rp0,0.0
2020-05-14,54500.0,134,5,Dry,3,False,52500.0,,52500.0,,43000.0,2000.0,116.4175,0.066787118,14846.87305,28.13,0.61,80.55,14,Rp2000,3.81
2020-05-15,54500.0,135,5,Dry,4,False,52928.57142857143,,54500.0,51500.0,42000.0,0.0,116.4175,0.066787118,14810.12012,27.9,0.89,84.34,15,Rp0,0.0
2020-05-18,56000.0,138,5,Dry,0,False,,,,53500.0,,,116.4175,0.066787118,14853.0,28.07,10.37,83.45,18,Rp1500,2.75
2020-05-19,56000.0,139,5,Dry,1,False,,,56000.0,52500.0,,0.0,116.4175,0.066787118,14878.0,27.52,12.41,81.78,19,Rp0,0.0
2020-05-20,60750.0,140,5,Dry,2,False,,,56000.0,52500.0,41500.0,4750.0,116.4175,0.066787118,14748.44727,27.51,3.92,78.81,20,Rp4750,8.48
2020-05-26,69000.0,146,5,Dry,1,False,,,,56000.0,,,116.4175,0.066787118,14501.75781,28.07,4.42,74.07,26,,0.0
2020-05-27,67000.0,147,5,Dry,2,False,,,69000.0,60750.0,41000.0,-2000.0,116.4175,0.066787118,14850.0,27.84,2.39,81.23,27,-Rp2000,-2.9
2020-05-28,67000.0,148,5,Dry,3,False,,,67000.0,,42000.0,0.0,116.4175,0.066787118,14888.5,27.5,4.89,83.1,28,Rp0,0.0
2020-05-29,67000.0,149,5,Dry,4,False,,,67000.0,,43000.0,0.0,116.4175,0.066787118,14825.0,26.8,8.79,84.8,29,Rp0,0.0
2020-05-30,67000.0,150,5,Dry,5,False,,,67000.0,,43000.0,0.0,116.4175,0.066787118,14825.0,26.55,3.3,85.0,30,Rp0,0.0
2020-05-31,67000.0,151,5,Dry,6,False,,,67000.0,,,0.0,116.4175,0.066787118,14825.0,27.02,4.63,83.38,31,Rp0,0.0
2020-06-02,80000.0,153,6,Dry,1,False,,,,69000.0,,,116.6284,0.181158331,14573.5,27.74,4.75,78.13,2,,0.0
2020-06-03,80000.0,154,6,Dry,2,False,,,80000.0,67000.0,54000.0,0.0,116.6284,0.181158331,14343.82324,27.26,7.17,81.77,3,Rp0,0.0
2020-06-04,75000.0,155,6,Dry,3,False,,,80000.0,67000.0,55250.0,-5000.0,116.6284,0.181158331,14130.0,26.85,5.54,85.12,4,-Rp5000,-6.25
2020-06-05,75000.0,156,6,Dry,4,False,,,75000.0,67000.0,52000.0,0.0,116.6284,0.181158331,14085.44727,27.35,7.03,81.69,5,Rp0,0.0
2020-06-06,75000.0,157,6,Dry,5,False,,,75000.0,67000.0,,0.0,116.6284,0.181158331,14085.44727,26.92,7.23,82.43,6,Rp0,0.0
2020-06-07,75000.0,158,6,Dry,6,False,,,75000.0,67000.0,51500.0,0.0,116.6284,0.181158331,14085.44727,26.34,41.89,84.17,7,Rp0,0.0
2020-06-08,72000.0,159,6,Dry,0,False,76000.0,,75000.0,,51500.0,-3000.0,116.6284,0.181158331,13863.0,26.56,10.22,81.99,8,-Rp3000,-4.0
2020-06-09,69500.0,160,6,Dry,1,False,74500.0,,72000.0,80000.0,51500.0,-2500.0,116.6284,0.181158331,14070.7998,27.12,6.78,78.08,9,-Rp2500,-3.47
2020-06-10,65750.0,161,6,Dry,2,False,72464.28571428571,,69500.0,80000.0,53500.0,-3750.0,116.6284,0.181158331,13852.10352,27.09,7.51,81.89,10,-Rp3750,-5.4
2020-06-11,66500.0,162,6,Dry,3,False,71250.0,,65750.0,75000.0,52500.0,750.0,116.6284,0.181158331,13947.44336,26.64,14.2,83.46,11,Rp750,1.14
2020-06-12,65500.0,163,6,Dry,4,False,69892.85714285714,,66500.0,75000.0,52500.0,-1000.0,116.6284,0.181158331,14475.0,26.31,2.8,84.32,12,-Rp1000,-1.5
2020-06-13,65500.0,164,6,Dry,5,False,68535.71428571429,,65500.0,75000.0,54500.0,0.0,116.6284,0.181158331,14475.0,26.58,7.26,85.35,13,-Rp1000,-1.5
2020-06-14,65500.0,165,6,Dry,6,False,67178.57142857143,,65500.0,75000.0,54500.0,0.0,116.6284,0.181158331,14475.0,27.02,6.49,84.02,14,-Rp1000,-1.5
2020-06-15,62500.0,166,6,Dry,0,False,65821.42857142857,,65500.0,72000.0,,-3000.0,116.6284,0.181158331,14118.0,27.38,5.0,78.84,15,-Rp3000,-4.58
2020-06-16,59000.0,167,6,Dry,1,False,64321.42857142857,,62500.0,69500.0,,-3500.0,116.6284,0.181158331,13988.11914,27.69,1.54,75.59,16,-Rp3500,-5.6
2020-06-17,54000.0,168,6,Dry,2,False,62642.857142857145,,59000.0,65750.0,56000.0,-5000.0,116.6284,0.181158331,14275.0,27.28,0.9,81.61,17,-Rp5000,-8.47
2020-06-18,54000.0,169,6,Dry,3,False,60857.142857142855,,54000.0,66500.0,56000.0,0.0,116.6284,0.181158331,14102.73535,26.84,7.54,85.88,18,Rp0,0.0
2020-06-19,54000.0,170,6,Dry,4,False,59214.28571428572,,54000.0,65500.0,60750.0,0.0,116.6284,0.181158331,13997.69238,27.16,0.78,79.57,19,Rp0,0.0
2020-06-22,50750.0,173,6,Dry,0,False,,,,62500.0,,,116.6284,0.181158331,14093.0,27.09,3.58,80.4,22,,0.0
2020-06-23,50750.0,174,6,Dry,1,False,,,50750.0,59000.0,,0.0,116.6284,0.181158331,14080.13477,27.06,7.19,83.94,23,Rp0,0.0
2020-06-24,50000.0,175,6,Dry,2,False,,,50750.0,54000.0,,-750.0,116.6284,0.181158331,14113.17773,26.81,7.93,83.35,24,-Rp750,-1.48
2020-06-25,50000.0,176,6,Dry,3,False,,,50000.0,54000.0,69000.0,0.0,116.6284,0.181158331,14289.2998,26.74,5.71,83.8,25,Rp0,0.0
2020-06-26,48000.0,177,6,Dry,4,False,,,50000.0,54000.0,67000.0,-2000.0,116.6284,0.181158331,14376.2002,26.16,8.72,82.36,26,-Rp2000,-4.0
2020-06-27,48000.0,178,6,Dry,5,False,,,48000.0,,67000.0,0.0,116.6284,0.181158331,14376.2002,25.54,16.28,81.52,27,-Rp2000,-4.0
2020-06-28,48000.0,179,6,Dry,6,False,49357.142857142855,,48000.0,,67000.0,0.0,116.6284,0.181158331,14376.2002,26.26,13.51,79.89,28,-Rp2000,-4.0
2020-06-29,46000.0,180,6,Dry,0,False,48678.57142857143,,48000.0,50750.0,67000.0,-2000.0,116.6284,0.181158331,14213.0,26.21,8.29,84.37,29,-Rp2000,-4.17
2020-06-30,47250.0,181,6,Dry,1,False,48178.57142857143,,46000.0,50750.0,67000.0,1250.0,116.6284,0.181158331,14470.2002,26.81,3.68,77.67,30,Rp1250,2.72
2020-07-01,45500.0,182,7,Dry,2,False,47535.71428571428,,47250.0,50000.0,,-1750.0,116.5063,-0.104691482,14194.05078,26.22,13.3,81.48,1,-Rp1750,-3.7
2020-07-02,43500.0,183,7,Dry,3,False,46607.142857142855,,45500.0,50000.0,80000.0,-2000.0,116.5063,-0.104691482,14187.8584,25.6,13.1,84.93,2,-Rp2000,-4.4
2020-07-03,43750.0,184,7,Dry,4,False,46000.0,,43500.0,48000.0,80000.0,250.0,116.5063,-0.104691482,14298.7793,25.93,8.71,83.83,3,Rp250,0.57
2020-07-04,43750.0,185,7,Dry,5,False,45392.857142857145,,43750.0,48000.0,75000.0,0.0,116.5063,-0.104691482,14298.7793,26.27,3.87,81.11,4,Rp250,0.57
2020-07-05,43750.0,186,7,Dry,6,False,44785.71428571428,,43750.0,48000.0,75000.0,0.0,116.5063,-0.104691482,14298.7793,26.29,1.64,81.82,5,Rp250,0.57
2020-07-06,43500.0,187,7,Dry,0,False,44428.57142857143,,43750.0,46000.0,75000.0,-250.0,116.5063,-0.104691482,14503.0,25.93,3.2,84.78,6,,0.0
2020-07-07,43500.0,188,7,Dry,1,False,43892.857142857145,,43500.0,47250.0,75000.0,0.0,116.5063,-0.104691482,14206.50879,26.38,6.72,83.75,7,Rp0,0.0
2020-07-08,43250.0,189,7,Dry,2,False,43571.42857142857,,43500.0,45500.0,72000.0,-250.0,116.5063,-0.104691482,14483.5,26.55,6.23,80.82,8,-Rp250,-0.57
2020-07-09,42000.0,190,7,Dry,3,False,43357.142857142855,,43250.0,43500.0,69500.0,-1250.0,116.5063,-0.104691482,14349.56543,26.18,5.14,84.22,9,-Rp1250,-2.89
2020-07-10,42000.0,191,7,Dry,4,False,43107.142857142855,,42000.0,43750.0,65750.0,0.0,116.5063,-0.104691482,14545.7002,25.85,8.72,85.3,10,Rp0,0.0
2020-07-11,42000.0,192,7,Dry,5,False,42857.142857142855,,42000.0,43750.0,66500.0,0.0,116.5063,-0.104691482,14545.7002,26.49,8.33,78.27,11,Rp0,0.0
